date,location,latitude,longitude,tmax,tmin,rainfall_mm,cloud_amt,data_source,state,region
2015-03-25,Agartala,23.8315,91.2868,37.22,21.02,0.06,48.22,NASA_POWER,Tripura,Northeast
2015-03-26,Agartala,23.8315,91.2868,35.17,21.98,0.19,59.67,NASA_POWER,Tripura,Northeast
2015-03-27,Agartala,23.8315,91.2868,36.0,21.91,0.01,83.22,NASA_POWER,Tripura,Northeast
2015-03-28,Agartala,23.8315,91.2868,32.57,22.89,4.82,88.3,NASA_POWER,Tripura,Northeast
2015-03-29,Agartala,23.8315,91.2868,35.39,23.45,0.92,51.88,NASA_POWER,Tripura,Northeast
2015-03-30,Agartala,23.8315,91.2868,35.71,22.6,0.29,66.12,NASA_POWER,Tripura,Northeast
2015-03-31,Agartala,23.8315,91.2868,31.05,23.56,4.8,88.18,NASA_POWER,Tripura,Northeast
2015-04-01,Agartala,23.8315,91.2868,34.84,22.01,3.76,83.58,NASA_POWER,Tripura,Northeast
2015-04-02,Agartala,23.8315,91.2868,32.14,22.3,41.13,89.93,NASA_POWER,Tripura,Northeast
2015-04-03,Agartala,23.8315,91.2868,33.58,23.25,18.9,82.16,NASA_POWER,Tripura,Northeast
2015-04-04,Agartala,23.8315,91.2868,34.05,23.98,14.63,89.0,NASA_POWER,Tripura,Northeast
2015-04-05,Agartala,23.8315,91.2868,30.8,23.64,40.7,87.76,NASA_POWER,Tripura,Northeast
2015-04-06,Agartala,23.8315,91.2868,30.81,22.42,33.46,92.93,NASA_POWER,Tripura,Northeast
2015-04-07,Agartala,23.8315,91.2868,32.35,21.74,2.97,84.18,NASA_POWER,Tripura,Northeast
2015-04-08,Agartala,23.8315,91.2868,32.81,22.72,5.22,83.23,NASA_POWER,Tripura,Northeast
2015-04-09,Agartala,23.8315,91.2868,33.3,21.85,1.08,48.34,NASA_POWER,Tripura,Northeast
2015-04-10,Agartala,23.8315,91.2868,34.43,22.8,0.39,42.01,NASA_POWER,Tripura,Northeast
2015-04-11,Agartala,23.8315,91.2868,33.71,21.94,6.89,71.12,NASA_POWER,Tripura,Northeast
2015-04-12,Agartala,23.8315,91.2868,31.4,23.59,11.47,86.79,NASA_POWER,Tripura,Northeast
2015-04-13,Agartala,23.8315,91.2868,31.81,24.26,0.05,82.25,NASA_POWER,Tripura,Northeast
2015-04-14,Agartala,23.8315,91.2868,32.86,22.88,0.03,88.94,NASA_POWER,Tripura,Northeast
2015-04-15,Agartala,23.8315,91.2868,33.28,23.36,0.0,80.18,NASA_POWER,Tripura,Northeast
2015-04-16,Agartala,23.8315,91.2868,33.79,23.79,0.0,99.17,NASA_POWER,Tripura,Northeast
2015-04-17,Agartala,23.8315,91.2868,32.75,23.35,0.07,91.87,NASA_POWER,Tripura,Northeast
2015-04-18,Agartala,23.8315,91.2868,32.01,22.66,19.39,61.62,NASA_POWER,Tripura,Northeast
2015-04-19,Agartala,23.8315,91.2868,32.61,23.01,27.98,76.39,NASA_POWER,Tripura,Northeast
2015-04-20,Agartala,23.8315,91.2868,32.88,23.32,12.26,68.57,NASA_POWER,Tripura,Northeast
2015-04-21,Agartala,23.8315,91.2868,33.23,23.68,21.61,93.43,NASA_POWER,Tripura,Northeast
2015-04-22,Agartala,23.8315,91.2868,31.24,24.86,28.64,90.52,NASA_POWER,Tripura,Northeast
2015-04-23,Agartala,23.8315,91.2868,30.31,24.48,25.69,92.34,NASA_POWER,Tripura,Northeast
2015-04-24,Agartala,23.8315,91.2868,29.7,23.11,5.46,95.43,NASA_POWER,Tripura,Northeast
2015-04-25,Agartala,23.8315,91.2868,28.96,22.06,9.46,99.56,NASA_POWER,Tripura,Northeast
2015-04-26,Agartala,23.8315,91.2868,27.68,21.79,1.94,97.43,NASA_POWER,Tripura,Northeast
2015-04-27,Agartala,23.8315,91.2868,30.29,21.56,0.7,77.31,NASA_POWER,Tripura,Northeast
2015-04-28,Agartala,23.8315,91.2868,30.84,21.57,0.52,65.09,NASA_POWER,Tripura,Northeast
2015-04-29,Agartala,23.8315,91.2868,30.45,22.25,2.16,84.55,NASA_POWER,Tripura,Northeast
2015-04-30,Agartala,23.8315,91.2868,31.4,22.62,5.82,86.37,NASA_POWER,Tripura,Northeast
2015-05-01,Agartala,23.8315,91.2868,31.78,24.41,16.72,81.59,NASA_POWER,Tripura,Northeast
2015-05-02,Agartala,23.8315,91.2868,30.82,23.79,7.92,88.97,NASA_POWER,Tripura,Northeast
2015-05-03,Agartala,23.8315,91.2868,31.44,23.63,1.44,66.52,NASA_POWER,Tripura,Northeast
2015-05-04,Agartala,23.8315,91.2868,32.37,24.19,0.61,62.39,NASA_POWER,Tripura,Northeast
2015-05-05,Agartala,23.8315,91.2868,32.32,23.69,0.19,37.1,NASA_POWER,Tripura,Northeast
2015-05-06,Agartala,23.8315,91.2868,32.33,24.57,5.16,52.84,NASA_POWER,Tripura,Northeast
2015-05-07,Agartala,23.8315,91.2868,32.7,23.91,8.03,91.98,NASA_POWER,Tripura,Northeast
2015-05-08,Agartala,23.8315,91.2868,30.52,23.33,14.32,79.15,NASA_POWER,Tripura,Northeast
2015-05-09,Agartala,23.8315,91.2868,32.62,22.95,0.27,79.76,NASA_POWER,Tripura,Northeast
2015-05-10,Agartala,23.8315,91.2868,31.53,24.71,22.39,93.07,NASA_POWER,Tripura,Northeast
2015-05-11,Agartala,23.8315,91.2868,28.87,25.53,27.31,96.08,NASA_POWER,Tripura,Northeast
2015-05-12,Agartala,23.8315,91.2868,31.77,24.52,7.92,96.22,NASA_POWER,Tripura,Northeast
2015-05-13,Agartala,23.8315,91.2868,32.6,24.35,0.74,49.37,NASA_POWER,Tripura,Northeast
2015-05-14,Agartala,23.8315,91.2868,33.47,24.98,1.3,81.74,NASA_POWER,Tripura,Northeast
2015-05-15,Agartala,23.8315,91.2868,32.42,25.81,21.74,91.27,NASA_POWER,Tripura,Northeast
2015-05-16,Agartala,23.8315,91.2868,29.52,25.64,12.33,93.78,NASA_POWER,Tripura,Northeast
2015-05-17,Agartala,23.8315,91.2868,30.69,25.12,13.1,95.89,NASA_POWER,Tripura,Northeast
2015-05-18,Agartala,23.8315,91.2868,32.32,24.0,4.81,83.57,NASA_POWER,Tripura,Northeast
2015-05-19,Agartala,23.8315,91.2868,33.48,23.83,0.04,30.52,NASA_POWER,Tripura,Northeast
2015-05-20,Agartala,23.8315,91.2868,33.57,24.29,0.0,49.62,NASA_POWER,Tripura,Northeast
2015-05-21,Agartala,23.8315,91.2868,33.05,25.88,1.74,99.44,NASA_POWER,Tripura,Northeast
2015-05-22,Agartala,23.8315,91.2868,34.46,25.22,6.77,89.95,NASA_POWER,Tripura,Northeast
2015-05-23,Agartala,23.8315,91.2868,34.33,25.66,11.12,96.73,NASA_POWER,Tripura,Northeast
2015-05-24,Agartala,23.8315,91.2868,31.03,25.53,24.38,98.96,NASA_POWER,Tripura,Northeast
2015-05-25,Agartala,23.8315,91.2868,31.49,25.5,6.63,77.03,NASA_POWER,Tripura,Northeast
2015-05-26,Agartala,23.8315,91.2868,31.29,25.12,13.32,77.62,NASA_POWER,Tripura,Northeast
2015-05-27,Agartala,23.8315,91.2868,30.79,24.94,23.7,81.95,NASA_POWER,Tripura,Northeast
2015-05-28,Agartala,23.8315,91.2868,32.32,25.25,12.72,81.53,NASA_POWER,Tripura,Northeast
2015-05-29,Agartala,23.8315,91.2868,32.41,25.52,2.98,83.21,NASA_POWER,Tripura,Northeast
2015-05-30,Agartala,23.8315,91.2868,31.48,26.32,25.23,88.7,NASA_POWER,Tripura,Northeast
2015-05-31,Agartala,23.8315,91.2868,30.92,26.11,12.7,72.82,NASA_POWER,Tripura,Northeast
2015-06-01,Agartala,23.8315,91.2868,30.96,26.41,3.83,58.46,NASA_POWER,Tripura,Northeast
2015-06-02,Agartala,23.8315,91.2868,32.55,25.94,3.06,77.59,NASA_POWER,Tripura,Northeast
2015-06-03,Agartala,23.8315,91.2868,32.01,26.08,11.13,64.56,NASA_POWER,Tripura,Northeast
2015-06-04,Agartala,23.8315,91.2868,31.98,25.95,0.43,73.17,NASA_POWER,Tripura,Northeast
2015-06-05,Agartala,23.8315,91.2868,33.48,25.73,0.6,91.23,NASA_POWER,Tripura,Northeast
2015-06-06,Agartala,23.8315,91.2868,32.31,26.2,0.22,80.83,NASA_POWER,Tripura,Northeast
2015-06-07,Agartala,23.8315,91.2868,31.0,26.22,1.39,73.73,NASA_POWER,Tripura,Northeast
2015-06-08,Agartala,23.8315,91.2868,32.67,26.0,0.89,89.1,NASA_POWER,Tripura,Northeast
2015-06-09,Agartala,23.8315,91.2868,32.71,26.52,4.73,94.39,NASA_POWER,Tripura,Northeast
2015-06-10,Agartala,23.8315,91.2868,30.9,26.36,37.6,98.88,NASA_POWER,Tripura,Northeast
2015-06-11,Agartala,23.8315,91.2868,29.87,26.3,38.94,99.05,NASA_POWER,Tripura,Northeast
2015-06-12,Agartala,23.8315,91.2868,29.91,25.56,26.55,98.91,NASA_POWER,Tripura,Northeast
2015-06-13,Agartala,23.8315,91.2868,30.19,25.29,35.45,99.46,NASA_POWER,Tripura,Northeast
2015-06-14,Agartala,23.8315,91.2868,31.26,24.72,11.24,97.97,NASA_POWER,Tripura,Northeast
2015-06-15,Agartala,23.8315,91.2868,29.5,25.28,7.65,99.27,NASA_POWER,Tripura,Northeast
2015-06-16,Agartala,23.8315,91.2868,29.7,25.11,6.24,99.36,NASA_POWER,Tripura,Northeast
2015-06-17,Agartala,23.8315,91.2868,30.53,25.01,1.81,96.37,NASA_POWER,Tripura,Northeast
2015-06-18,Agartala,23.8315,91.2868,29.95,24.84,1.82,93.6,NASA_POWER,Tripura,Northeast
2015-06-19,Agartala,23.8315,91.2868,32.58,25.61,12.63,76.67,NASA_POWER,Tripura,Northeast
2015-06-20,Agartala,23.8315,91.2868,31.14,25.76,13.2,74.49,NASA_POWER,Tripura,Northeast
2015-06-21,Agartala,23.8315,91.2868,32.57,25.83,8.18,95.27,NASA_POWER,Tripura,Northeast
2015-06-22,Agartala,23.8315,91.2868,31.4,25.52,17.69,99.52,NASA_POWER,Tripura,Northeast
2015-06-23,Agartala,23.8315,91.2868,31.48,26.06,15.41,99.79,NASA_POWER,Tripura,Northeast
2015-06-24,Agartala,23.8315,91.2868,32.56,26.2,11.17,99.06,NASA_POWER,Tripura,Northeast
2015-06-25,Agartala,23.8315,91.2868,32.07,27.0,37.52,99.69,NASA_POWER,Tripura,Northeast
2015-06-26,Agartala,23.8315,91.2868,29.24,26.26,30.89,99.45,NASA_POWER,Tripura,Northeast
2015-06-27,Agartala,23.8315,91.2868,29.46,25.5,15.65,99.56,NASA_POWER,Tripura,Northeast
2015-06-28,Agartala,23.8315,91.2868,31.11,25.47,6.69,97.76,NASA_POWER,Tripura,Northeast
2015-06-29,Agartala,23.8315,91.2868,31.13,24.8,3.91,77.18,NASA_POWER,Tripura,Northeast
2015-06-30,Agartala,23.8315,91.2868,32.95,23.93,2.44,89.23,NASA_POWER,Tripura,Northeast
2015-07-01,Agartala,23.8315,91.2868,32.03,24.57,3.24,89.3,NASA_POWER,Tripura,Northeast
2015-07-02,Agartala,23.8315,91.2868,32.47,25.42,5.87,97.92,NASA_POWER,Tripura,Northeast
2015-07-03,Agartala,23.8315,91.2868,32.57,26.44,4.7,92.63,NASA_POWER,Tripura,Northeast
2015-07-04,Agartala,23.8315,91.2868,32.78,26.01,1.89,95.98,NASA_POWER,Tripura,Northeast
2015-07-05,Agartala,23.8315,91.2868,31.61,26.64,6.17,99.42,NASA_POWER,Tripura,Northeast
2015-07-06,Agartala,23.8315,91.2868,30.45,26.71,9.52,93.87,NASA_POWER,Tripura,Northeast
2015-07-07,Agartala,23.8315,91.2868,31.35,26.08,22.59,96.8,NASA_POWER,Tripura,Northeast
2015-07-08,Agartala,23.8315,91.2868,30.27,26.59,54.85,95.78,NASA_POWER,Tripura,Northeast
2015-07-09,Agartala,23.8315,91.2868,29.63,25.58,51.1,99.41,NASA_POWER,Tripura,Northeast
2015-07-10,Agartala,23.8315,91.2868,32.74,24.76,22.72,98.94,NASA_POWER,Tripura,Northeast
2015-07-11,Agartala,23.8315,91.2868,30.46,24.34,31.18,81.74,NASA_POWER,Tripura,Northeast
2015-07-12,Agartala,23.8315,91.2868,32.25,25.28,2.37,79.53,NASA_POWER,Tripura,Northeast
2015-07-13,Agartala,23.8315,91.2868,32.64,25.56,6.69,83.91,NASA_POWER,Tripura,Northeast
2015-07-14,Agartala,23.8315,91.2868,32.38,26.38,18.75,98.67,NASA_POWER,Tripura,Northeast
2015-07-15,Agartala,23.8315,91.2868,30.33,26.58,41.48,99.22,NASA_POWER,Tripura,Northeast
2015-07-16,Agartala,23.8315,91.2868,29.21,26.37,72.74,99.5,NASA_POWER,Tripura,Northeast
2015-07-17,Agartala,23.8315,91.2868,28.36,25.71,23.3,99.42,NASA_POWER,Tripura,Northeast
2015-07-18,Agartala,23.8315,91.2868,28.48,25.34,46.84,99.66,NASA_POWER,Tripura,Northeast
2015-07-19,Agartala,23.8315,91.2868,28.93,25.01,64.81,99.29,NASA_POWER,Tripura,Northeast
2015-07-20,Agartala,23.8315,91.2868,31.41,25.12,17.43,98.79,NASA_POWER,Tripura,Northeast
2015-07-21,Agartala,23.8315,91.2868,30.5,25.23,13.81,96.98,NASA_POWER,Tripura,Northeast
2015-07-22,Agartala,23.8315,91.2868,30.87,25.32,11.13,98.26,NASA_POWER,Tripura,Northeast
2015-07-23,Agartala,23.8315,91.2868,30.21,25.41,14.51,95.81,NASA_POWER,Tripura,Northeast
2015-07-24,Agartala,23.8315,91.2868,28.71,25.38,23.98,99.44,NASA_POWER,Tripura,Northeast
2015-07-25,Agartala,23.8315,91.2868,28.41,24.78,18.2,99.0,NASA_POWER,Tripura,Northeast
2015-07-26,Agartala,23.8315,91.2868,28.69,25.03,7.14,99.53,NASA_POWER,Tripura,Northeast
2015-07-27,Agartala,23.8315,91.2868,28.05,24.95,17.3,99.75,NASA_POWER,Tripura,Northeast
2015-07-28,Agartala,23.8315,91.2868,29.31,25.29,10.16,92.1,NASA_POWER,Tripura,Northeast
2015-07-29,Agartala,23.8315,91.2868,32.38,25.12,1.33,96.17,NASA_POWER,Tripura,Northeast
2015-07-30,Agartala,23.8315,91.2868,29.17,25.58,16.13,98.77,NASA_POWER,Tripura,Northeast
2015-07-31,Agartala,23.8315,91.2868,27.96,25.31,38.94,98.77,NASA_POWER,Tripura,Northeast
2015-08-01,Agartala,23.8315,91.2868,29.11,24.73,22.84,98.97,NASA_POWER,Tripura,Northeast
2015-08-02,Agartala,23.8315,91.2868,29.99,23.86,0.7,95.08,NASA_POWER,Tripura,Northeast
2015-08-03,Agartala,23.8315,91.2868,30.74,23.69,6.07,94.44,NASA_POWER,Tripura,Northeast
2015-08-04,Agartala,23.8315,91.2868,31.64,24.14,16.91,96.17,NASA_POWER,Tripura,Northeast
2015-08-05,Agartala,23.8315,91.2868,31.21,24.92,5.31,98.42,NASA_POWER,Tripura,Northeast
2015-08-06,Agartala,23.8315,91.2868,32.06,25.4,1.46,89.86,NASA_POWER,Tripura,Northeast
2015-08-07,Agartala,23.8315,91.2868,29.6,26.16,9.88,98.85,NASA_POWER,Tripura,Northeast
2015-08-08,Agartala,23.8315,91.2868,30.86,25.43,0.71,99.01,NASA_POWER,Tripura,Northeast
2015-08-09,Agartala,23.8315,91.2868,31.55,25.38,5.75,95.57,NASA_POWER,Tripura,Northeast
2015-08-10,Agartala,23.8315,91.2868,31.23,25.0,16.57,98.73,NASA_POWER,Tripura,Northeast
2015-08-11,Agartala,23.8315,91.2868,31.76,26.49,7.22,92.7,NASA_POWER,Tripura,Northeast
2015-08-12,Agartala,23.8315,91.2868,32.09,25.61,5.46,92.73,NASA_POWER,Tripura,Northeast
2015-08-13,Agartala,23.8315,91.2868,31.33,25.91,5.74,86.57,NASA_POWER,Tripura,Northeast
2015-08-14,Agartala,23.8315,91.2868,32.37,25.73,7.04,97.94,NASA_POWER,Tripura,Northeast
2015-08-15,Agartala,23.8315,91.2868,31.31,26.38,4.16,99.42,NASA_POWER,Tripura,Northeast
2015-08-16,Agartala,23.8315,91.2868,30.55,26.02,7.16,98.55,NASA_POWER,Tripura,Northeast
2015-08-17,Agartala,23.8315,91.2868,30.94,25.47,24.27,99.12,NASA_POWER,Tripura,Northeast
2015-08-18,Agartala,23.8315,91.2868,31.33,25.73,33.12,99.13,NASA_POWER,Tripura,Northeast
2015-08-19,Agartala,23.8315,91.2868,31.68,25.73,37.71,99.06,NASA_POWER,Tripura,Northeast
2015-08-20,Agartala,23.8315,91.2868,30.77,26.72,26.89,99.04,NASA_POWER,Tripura,Northeast
2015-08-21,Agartala,23.8315,91.2868,28.21,25.5,20.42,98.86,NASA_POWER,Tripura,Northeast
2015-08-22,Agartala,23.8315,91.2868,31.67,25.01,2.13,96.94,NASA_POWER,Tripura,Northeast
2015-08-23,Agartala,23.8315,91.2868,29.85,25.5,4.52,96.34,NASA_POWER,Tripura,Northeast
2015-08-24,Agartala,23.8315,91.2868,31.68,25.27,0.64,96.4,NASA_POWER,Tripura,Northeast
2015-08-25,Agartala,23.8315,91.2868,31.29,25.7,0.13,98.02,NASA_POWER,Tripura,Northeast
2015-08-26,Agartala,23.8315,91.2868,30.77,25.18,1.27,91.1,NASA_POWER,Tripura,Northeast
2015-08-27,Agartala,23.8315,91.2868,29.49,25.76,3.58,97.15,NASA_POWER,Tripura,Northeast
2015-08-28,Agartala,23.8315,91.2868,30.53,25.04,3.88,93.39,NASA_POWER,Tripura,Northeast
2015-08-29,Agartala,23.8315,91.2868,31.54,25.34,5.64,99.23,NASA_POWER,Tripura,Northeast
2015-08-30,Agartala,23.8315,91.2868,30.98,25.21,22.07,98.98,NASA_POWER,Tripura,Northeast
2015-08-31,Agartala,23.8315,91.2868,29.27,26.22,49.55,99.2,NASA_POWER,Tripura,Northeast
2015-09-01,Agartala,23.8315,91.2868,29.31,26.0,14.08,99.23,NASA_POWER,Tripura,Northeast
2015-09-02,Agartala,23.8315,91.2868,29.74,25.59,7.16,98.49,NASA_POWER,Tripura,Northeast
2015-09-03,Agartala,23.8315,91.2868,27.91,25.67,11.17,96.29,NASA_POWER,Tripura,Northeast
2015-09-04,Agartala,23.8315,91.2868,29.75,25.21,5.31,98.59,NASA_POWER,Tripura,Northeast
2015-09-05,Agartala,23.8315,91.2868,30.98,24.91,5.78,92.88,NASA_POWER,Tripura,Northeast
